Back Transform:KT3DN ESTIMATES WITH: Normal Score Trans
 3
Estimate                                
EstimationVariance                      
Back Transform
-2.0456130     0.88346282  0.0000000    
-1.1156969     0.87354953  0.0000000    
-1.0756671     0.86255375  0.0000000    
-.63797915     0.84567673 0.17469575    
-.88274571     0.81817382  0.0000000    
-.82583406     0.77640696  0.0000000    
-.70262955     0.71869664  0.0000000    
-1.6305263     0.64342190  0.0000000    
-1.0011408     0.55842190  0.0000000    
-.95046791     0.69000961  0.0000000    
-.99357312     0.75523933  0.0000000    
-1.3270826     0.79527559  0.0000000    
-1.4936094     0.80662601  0.0000000    
-1.6417395     0.78664527  0.0000000    
-.99061305     0.73592405  0.0000000    
-2.0244661     0.66530905  0.0000000    
-1.0969401     0.58641979  0.0000000    
-1.0987424     0.67607787  0.0000000    
-1.1553461     0.75086894  0.0000000    
-.66282361     0.80388653  0.0000000    
-.54939584     0.82495610 0.23741077    
-.46414856     0.80510100 0.26941288    
-.38317394     0.75629591 0.35535619    
-.34376233     0.67916877 0.40120000    
-.29596391     0.58913493 0.46915701    
-.26785978     0.63437039 0.48379335    
-.23772133     0.70037037 0.50875360    
-.26048745     0.74387053 0.48860803    
-.29657990     0.76156266 0.46886799    
-.37200083     0.74435714 0.37202018    
-.45584518     0.70097019 0.27483696    
-.57055094     0.63420364 0.22714233    
-.70094891     0.59358206  0.0000000    
-1.8508420     0.68312419  0.0000000    
-.93142330     0.75865107  0.0000000    
-1.7461748     0.80719092  0.0000000    
-1.7776115     0.82549792  0.0000000    
-1.4844746     0.80895760  0.0000000    
-1.9109619     0.76366977  0.0000000    
-1.0185361     0.69396253  0.0000000    
-2.5444772     0.56633611  0.0000000    
-.81413720     0.65872055  0.0000000    
-.77520377     0.73961604  0.0000000    
-.92672911     0.80377848  0.0000000    
-1.7516433     0.85006770  0.0000000    
-1.1129773     0.87975621  0.0000000    
-.75036836     0.89738388  0.0000000    
-1.8542652     0.90721663  0.0000000    
-1.6717351     0.91373109  0.0000000    
-1.0387573     0.92229059  0.0000000    
-.87784129     0.87361041  0.0000000    
-.67450913     0.86285940  0.0000000    
-.52033114     0.85299180 0.24810000    
-.49596800     0.83438861 0.25182632    
-.54834298     0.80362939 0.23788044    
-.60459082     0.75625161 0.20591857    
-1.0402702     0.68984757  0.0000000    
-.88970948     0.60607140  0.0000000    
-1.1197439     0.56263599  0.0000000    
-1.4441620     0.65613230  0.0000000    
-1.6576334     0.72888095  0.0000000    
-.87815115     0.77373660  0.0000000    
-.96641504     0.78826147  0.0000000    
-1.5374018     0.77064429  0.0000000    
-.87151253     0.71061582  0.0000000    
-.82641511     0.62807062  0.0000000    
-.76486742     0.54003977  0.0000000    
-.67680587     0.64222673  0.0000000    
-.56709541     0.72916498 0.22900043    
-.46349964     0.78341151 0.26961651    
-.35849248     0.80713521 0.39092997    
-.28316005     0.79230897 0.47666433    
-.21252723     0.73083226 0.52587885    
-.17062076     0.64518259 0.54172522    
-.13027474     0.50896381 0.55234963    
-.10821816     0.60095359 0.56012779    
-.10519447     0.67572366 0.56097591    
-.12623326     0.72522273 0.55254400    
-.16351035     0.74576462 0.54374552    
-.24773081     0.72610975 0.50155574    
-.34934390     0.67711638 0.40083683    
-.45310369     0.60012981 0.27786461    
-.58594800     0.54590043 0.21736202    
-.72840893     0.64705520  0.0000000    
-1.1117366     0.73186268  0.0000000    
-1.0675399     0.78639082  0.0000000    
-1.1266164     0.80683854  0.0000000    
-1.0697770     0.78865166  0.0000000    
-1.0533011     0.73822687  0.0000000    
-.98013650     0.66046935  0.0000000    
-3.0576634     0.51663876  0.0000000    
-1.2415625     0.62006228  0.0000000    
-1.7070784     0.71073113  0.0000000    
-.78691665     0.78283539  0.0000000    
-.67619676     0.83475811  0.0000000    
-1.2934096     0.86834090  0.0000000    
-1.3198756     0.88767458  0.0000000    
-.62062625     0.90135809 0.19748314    
-1.4614389     0.90749424  0.0000000    
-1.0409071     0.91626392  0.0000000    
-.61599681     0.86771761 0.20059334    
-.33639931     0.85520480 0.41236576    
-.83196270     0.84380565  0.0000000    
-2.9994989     0.82484186  0.0000000    
-1.2651215     0.79107827  0.0000000    
-.59816753     0.73972199 0.20725416    
-.50525421     0.66780934 0.24992177    
-1.0966159     0.57668419  0.0000000    
-.92645643     0.47310901  0.0000000    
-.68688497     0.62801766  0.0000000    
-.72050302     0.70547655  0.0000000    
-.74951421     0.75428698  0.0000000    
-.74997811     0.77042230  0.0000000    
-.72805616     0.75037236  0.0000000    
-.69340059     0.68627439  0.0000000    
-.63889513     0.59772223 0.17319666    
-.57909966     0.49348397 0.22106032    
-.49166593     0.61514080 0.25730485    
-.38024374     0.70654422 0.36087969    
-.27969272     0.77258169 0.47812858    
-.19916984     0.79093815 0.53011167    
-.12626413     0.77439420 0.55254078    
-.63476538E-01 0.70662995 0.57220095    
-.87098375E-02 0.61778982 0.59048212    
0.11637815E-01 0.50532190 0.59995991    
0.27041275E-01 0.57807263 0.60831422    
0.86132253E-02 0.66033711 0.59925658    
-.17896596E-01 0.72164359 0.58726567    
-.66121740E-01 0.73794385 0.57182425    
-.13778610     0.71993491 0.55078924    
-.24435438     0.66067154 0.50468445    
-.35829865     0.57745815 0.39114434    
-.47956318     0.47581686 0.26265812    
-.60867747     0.61875139 0.20448644    
-.75108627     0.70674418  0.0000000    
-.87226211     0.77299062  0.0000000    
-1.3562253     0.78981340  0.0000000    
-1.1616007     0.77012967  0.0000000    
-1.2259190     0.71589918  0.0000000    
-1.2011659     0.63270112  0.0000000    
-.84498232     0.47723794  0.0000000    
-1.2493427     0.58811541  0.0000000    
-.89967624     0.68526644  0.0000000    
-1.2581160     0.76258406  0.0000000    
-.67469269     0.81853283  0.0000000    
-.78461509     0.85478004  0.0000000    
-.77774770     0.87912349  0.0000000    
-.66861631     0.88773166  0.0000000    
-.76438045     0.89751785  0.0000000    
-.75209233     0.90741100  0.0000000    
-.41279077     0.85741652 0.30308598    
-.45720406     0.84412694 0.27333620    
-.29805292     0.83308045 0.46715823    
-.92888394     0.81180747  0.0000000    
