Back Transform:KT3DN ESTIMATES WITH: Normal Score Trans
 3
Estimate                                
EstimationVariance                      
Back Transform
-2.2135003     0.59645197  0.0000000    
-1.2885140     0.51313141  0.0000000    
-1.2486557     0.47615015  0.0000000    
-.79041511     0.45511964  0.0000000    
-.93478128     0.44855321  0.0000000    
-.86535653     0.45212111  0.0000000    
-.84207645     0.46090648  0.0000000    
-1.7903788     0.46929848  0.0000000    
-1.1118861     0.47217050  0.0000000    
-1.0279599     0.46859342  0.0000000    
-1.0521799     0.46014905  0.0000000    
-1.3616950     0.45097641  0.0000000    
-1.5218059     0.44708302  0.0000000    
-1.6558275     0.45094641  0.0000000    
-.99438522     0.46003305  0.0000000    
-2.0013554     0.46829937  0.0000000    
-1.0655987     0.47152235  0.0000000    
-1.0689096     0.46812661  0.0000000    
-1.1634370     0.45974638  0.0000000    
-.70472649     0.45065715  0.0000000    
-.63802848     0.44682989 0.17461498    
-.55416151     0.45083146 0.23543207    
-.48467463     0.46015175 0.26125079    
-.42034516     0.46876973 0.30178660    
-.34924716     0.47236446 0.40085608    
-.32587672     0.46945379 0.42978159    
-.32996722     0.46160501 0.42879614    
-.34574333     0.45284728 0.40120000    
-.38317956     0.44888571 0.35534927    
-.43389802     0.45270395 0.29011831    
-.50309458     0.46145604 0.25041100    
-.57327603     0.46929301 0.22413157    
-.68456521     0.47239030  0.0000000    
-1.8158145     0.46897837  0.0000000    
-.86310104     0.46036604  0.0000000    
-1.6577439     0.45090574  0.0000000    
-1.7095705     0.44685579  0.0000000    
-1.4166163     0.45073347  0.0000000    
-1.8155330     0.45956824  0.0000000    
-.96192061     0.46816448  0.0000000    
-2.5135900     0.47141427  0.0000000    
-.82228357     0.46810565  0.0000000    
-.85652672     0.45967249  0.0000000    
-1.0399870     0.45085478  0.0000000    
-1.9279429     0.44703155  0.0000000    
-1.2606907     0.45389087  0.0000000    
-.92479391     0.47527353  0.0000000    
-2.0120606     0.51227860  0.0000000    
-1.7680554     0.56317739  0.0000000    
-1.1703474     0.62523969  0.0000000    
-1.0665935     0.47867078  0.0000000    
-.85612451     0.37096913  0.0000000    
-.68075047     0.32321673  0.0000000    
-.63034932     0.29604601 0.18300344    
-.57146901     0.28759276 0.22612801    
-.61643062     0.29223327 0.20030190    
-1.1693756     0.30361741  0.0000000    
-1.0527758     0.31446789  0.0000000    
-1.2186921     0.31821302  0.0000000    
-1.5216139     0.31361476  0.0000000    
-1.7187647     0.30271275  0.0000000    
-.92162766     0.29086135  0.0000000    
-.99981745     0.28583048  0.0000000    
-1.5565642     0.29083380  0.0000000    
-.86607682     0.30257985  0.0000000    
-.80158919     0.31325954  0.0000000    
-.71965951     0.31741298  0.0000000    
-.63620918     0.31305389 0.17706256    
-.56075727     0.30221639 0.23147520    
-.49238003     0.29045901 0.25603375    
-.42827428     0.28549943 0.29254797    
-.34514495     0.29063326 0.40120000    
-.28144545     0.30260776 0.47738841    
-.22469547     0.31360361 0.51541960    
-.16350339     0.31817606 0.54374880    
-.15175320     0.31423291 0.54760277    
-.16727340     0.30394711 0.54249811    
-.19576954     0.29247151 0.53181607    
-.24103524     0.28737111 0.50563276    
-.30118220     0.29233737 0.46352598    
-.37593091     0.30380879 0.36843890    
-.45218681     0.31408427 0.27891856    
-.56301593     0.31820625 0.22952329    
-.69734409     0.31386638  0.0000000    
-1.0475604     0.30287286  0.0000000    
-.98182986     0.29070390  0.0000000    
-1.0656957     0.28550551  0.0000000    
-.97505294     0.29053604  0.0000000    
-.96091932     0.30196649  0.0000000    
-.92252154     0.31309058  0.0000000    
-3.0207968     0.31729458  0.0000000    
-1.2452637     0.31301787  0.0000000    
-1.7690398     0.30211301  0.0000000    
-.88778810     0.29071063  0.0000000    
-.85540336     0.28575911  0.0000000    
-1.4976034     0.29473677  0.0000000    
-1.4798913     0.32221142  0.0000000    
-.82502817     0.37000187  0.0000000    
-1.5968742     0.43570241  0.0000000    
-1.1811855     0.51531019  0.0000000    
-.78406877     0.37727565  0.0000000    
-.47081110     0.24853405 0.26632351    
