pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-0.941298 0.572913 -0.941298
-0.829422 0.516446 -0.829422
-0.721067 0.474139 -0.721067
-0.657330 0.449325 -0.657330
-0.614619 0.434410 -0.614619
-0.576822 0.428628 -0.576822
-0.553592 0.425236 -0.553592
-0.549501 0.419598 -0.549501
-0.558205 0.408991 -0.558205
-0.579248 0.392445 -0.579248
-0.592856 0.375438 -0.592856
-0.617758 0.358307 -0.617758
-0.623942 0.350946 -0.623942
-0.576091 0.355327 -0.576091
-0.526984 0.365738 -0.526984
-0.480214 0.375586 -0.480214
-0.428762 0.379674 -0.428762
-0.382666 0.375986 -0.382666
-0.339709 0.366466 -0.339709
-0.289704 0.356418 -0.289704
-0.246236 0.351729 -0.246236
-0.161409 0.356408 -0.161409
-0.078930 0.366661 -0.078930
-0.010425 0.376062 -0.010425
0.046141 0.379616 0.046141
0.085055 0.375712 0.085055
0.078840 0.366081 0.078840
0.044129 0.355495 0.044129
0.015875 0.350902 0.015875
0.018893 0.355329 0.018893
0.033595 0.365816 0.033595
0.038407 0.375545 0.038407
0.027859 0.379284 0.027859
-0.017081 0.375532 -0.017081
-0.088983 0.365947 -0.088983
-0.162021 0.355319 -0.162021
-0.252869 0.351119 -0.252869
-0.284034 0.355374 -0.284034
-0.322439 0.366146 -0.322439
-0.351181 0.375874 -0.351181
-0.383122 0.379884 -0.383122
-0.427405 0.376357 -0.427405
-0.480817 0.366814 -0.480817
-0.549682 0.356751 -0.549682
-0.635777 0.352736 -0.635777
-0.735173 0.361202 -0.735173
-0.838185 0.386145 -0.838185
-0.997875 0.457192 -0.997875
-1.148450 0.526773 -1.148450
-1.308880 0.603289 -1.308880
-0.836890 0.483909 -0.836890
-0.713041 0.415931 -0.713041
-0.591859 0.364964 -0.591859
-0.517596 0.335069 -0.517596
-0.464611 0.317215 -0.464611
-0.416002 0.310423 -0.416002
-0.387189 0.306619 -0.387189
-0.394196 0.300048 -0.394196
-0.400403 0.287472 -0.400403
-0.406078 0.267692 -0.406078
-0.390168 0.247266 -0.390168
-0.410258 0.226708 -0.410258
-0.410450 0.217854 -0.410450
-0.352871 0.223119 -0.352871
-0.295168 0.235634 -0.295168
-0.242119 0.247408 -0.242119
-0.186245 0.252249 -0.186245
-0.138948 0.247635 -0.138948
-0.097749 0.235973 -0.097749
-0.050799 0.223691 -0.050799
-0.010310 0.218025 -0.010310
0.069718 0.223679 0.069718
0.147620 0.236224 0.147620
0.208732 0.247750 0.208732
0.255504 0.252172 0.255504
0.244015 0.247564 0.244015
0.219253 0.236004 0.219253
0.181548 0.223305 0.181548
0.151826 0.217805 0.151826
0.156078 0.223177 0.156078
0.174971 0.235843 0.174971
0.184687 0.247584 0.184687
0.155742 0.252114 0.155742
0.093787 0.247589 0.093787
0.019885 0.236014 0.019885
-0.052316 0.223175 -0.052316
-0.141722 0.218080 -0.141722
-0.163698 0.223225 -0.163698
-0.190647 0.236201 -0.190647
-0.208125 0.247923 -0.208125
-0.229650 0.252706 -0.229650
-0.265870 0.248390 -0.265870
-0.314274 0.236817 -0.314274
-0.381628 0.224623 -0.381628
-0.470109 0.219720 -0.470109
-0.576333 0.229876 -0.576333
-0.688351 0.259848 -0.688351
-0.861691 0.345645 -0.861691
-1.025978 0.429526 -1.025978
-1.201254 0.521765 -1.201254
-0.745383 0.411489 -0.745383
-0.609698 0.334363 -0.609698
-0.476167 0.276521 -0.476167
-0.390342 0.242593 -0.390342
-0.326216 0.222550 -0.326216
-0.286633 0.215176 -0.286633
-0.275513 0.211378 -0.275513
-0.272434 0.204362 -0.272434
-0.269349 0.190502 -0.269349
-0.267695 0.168376 -0.267695
-0.243484 0.145351 -0.243484
-0.220522 0.122191 -0.220522
-0.201764 0.112193 -0.201764
-0.136290 0.118163 -0.136290
-0.071844 0.132347 -0.071844
-0.014515 0.145619 -0.014515
0.043461 0.151030 0.043461
0.089543 0.145602 0.089543
0.126522 0.132148 0.126522
0.167955 0.118005 0.167955
0.204606 0.111559 0.204606
0.276313 0.117994 0.276313
0.347411 0.132457 0.347411
0.399611 0.145766 0.399611
0.390104 0.150932 0.390104
0.368527 0.145798 0.368527
0.343658 0.132708 0.343658
0.304306 0.118348 0.304306
0.275215 0.112140 0.275215
0.290315 0.118512 0.290315
0.306523 0.132708 0.306523
0.313261 0.146058 0.313261
0.254348 0.151284 0.254348
0.190274 0.146093 0.190274
0.117951 0.132919 0.117951
0.049724 0.118302 0.049724
-0.035168 0.112469 -0.035168
-0.045857 0.118338 -0.045857
-0.061452 0.133071 -0.061452
-0.068037 0.146388 -0.068037
-0.080113 0.151764 -0.080113
-0.109533 0.146790 -0.109533
-0.154743 0.133564 -0.154743
-0.222460 0.119637 -0.222460
-0.315183 0.113992 -0.315183
-0.430500 0.125456 -0.430500
-0.553908 0.159376 -0.553908
-0.740687 0.256983 -0.740687
-0.918712 0.352230 -0.918712
-1.108311 0.456967 -1.108311
-0.669298 0.363620 -0.669298
-0.522481 0.280787 -0.522481
-0.377720 0.218698 -0.377720
-0.279902 0.182286 -0.279902
-0.210864 0.161580 -0.210864
-0.187761 0.153845 -0.187761
-0.164003 0.150661 -0.164003
-0.148306 0.144206 -0.148306
-0.136608 0.129821 -0.136608
-0.116206 0.111824 -0.116206
-0.094379 0.082306 -0.094379
-0.065758 0.057779 -0.065758
-0.004120 0.047164 -0.004120
0.066899 0.053589 0.066899
0.135789 0.068828 0.135789
0.195046 0.083019 0.195046
0.252499 0.088786 0.252499
0.295000 0.082828 0.295000
0.325044 0.068182 0.325044
0.358567 0.052826 0.358567
0.390878 0.045900 0.390878
0.450854 0.052821 0.450854
0.509642 0.068550 0.509642
0.502913 0.083032 0.502913
0.492915 0.088671 0.492915
0.471493 0.083213 0.471493
0.448218 0.069142 0.448218
0.409682 0.053749 0.409682
0.384356 0.047105 0.384356
0.404157 0.054016 0.404157
0.428022 0.069303 0.428022
0.394380 0.083660 0.394380
0.334903 0.089319 0.334903
0.272975 0.083737 0.272975
0.205813 0.069546 0.205813
0.144461 0.053802 0.144461
0.066837 0.047477 0.066837
0.067805 0.053824 0.067805
0.063402 0.069660 0.063402
0.066283 0.083992 0.066283
0.061666 0.089724 0.061666
0.036902 0.084317 0.036902
-0.007672 0.070037 -0.007672
-0.078142 0.054997 -0.078142
-0.177238 0.048855 -0.177238
-0.304005 0.061075 -0.304005
-0.450598 0.097466 -0.450598
-0.640543 0.202363 -0.640543
-0.831761 0.304611 -0.831761
-1.034471 0.417048 -1.034471
-0.610029 0.341763 -0.610029
-0.453244 0.256863 -0.453244
-0.298850 0.193349 -0.298850
-0.189002 0.156121 -0.189002
-0.128467 0.135634 -0.128467
-0.093336 0.128659 -0.093336
-0.056440 0.126834 -0.056440
-0.029270 0.121596 -0.029270
-0.006395 0.108162 -0.006395
0.022606 0.090416 0.022606
0.053082 0.061237 0.053082
0.093278 0.037267 0.093278
0.156053 0.026102 0.156053
0.250856 0.032737 0.250856
0.321563 0.048406 0.321563
