pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-1.041568 0.567790 -1.041568
-0.929952 0.478633 -0.929952
-0.833382 0.439039 -0.833382
-0.739185 0.416545 -0.739185
-0.656686 0.409500 -0.656686
-0.587807 0.413337 -0.587807
-0.534359 0.422733 -0.534359
-0.484446 0.431866 -0.484446
-0.466046 0.434888 -0.466046
-0.459179 0.431014 -0.459179
-0.464845 0.421975 -0.464845
-0.474290 0.412170 -0.474290
-0.474820 0.408005 -0.474820
-0.446752 0.412142 -0.446752
-0.418131 0.421853 -0.418131
-0.387920 0.430678 -0.387920
-0.353671 0.434042 -0.353671
-0.316815 0.430488 -0.316815
-0.277352 0.421544 -0.277352
-0.239477 0.411843 -0.239477
-0.191329 0.407770 -0.191329
-0.103613 0.412073 -0.103613
-0.023840 0.422051 -0.023840
0.043648 0.431332 0.043648
0.103300 0.435155 0.103300
0.140083 0.432097 0.140083
0.153593 0.423725 0.153593
0.137676 0.414409 0.137676
0.096678 0.410191 0.096678
0.067465 0.414248 0.067465
0.029296 0.423559 0.029296
-0.029374 0.431913 -0.029374
-0.101400 0.435201 -0.101400
-0.188097 0.431528 -0.188097
-0.271435 0.422242 -0.271435
-0.344973 0.412159 -0.344973
-0.426021 0.407819 -0.426021
-0.447130 0.411955 -0.447130
-0.455522 0.421407 -0.455522
-0.473409 0.430534 -0.473409
-0.485526 0.434011 -0.485526
-0.503797 0.430456 -0.503797
-0.532323 0.421496 -0.532323
-0.583894 0.412066 -0.583894
-0.653041 0.407997 -0.653041
-0.743234 0.415344 -0.743234
-0.853587 0.438263 -0.853587
-0.973530 0.477868 -0.973530
-1.108679 0.532432 -1.108679
-1.264616 0.599147 -1.264616
-0.898642 0.457609 -0.898642
-0.775490 0.345636 -0.775490
-0.669668 0.295979 -0.669668
-0.567566 0.267754 -0.567566
-0.479209 0.258954 -0.479209
-0.405864 0.263810 -0.405864
-0.349718 0.275645 -0.349718
-0.297095 0.287110 -0.297095
-0.277923 0.290950 -0.277923
-0.270301 0.286118 -0.270301
-0.275028 0.274782 -0.275028
-0.282893 0.262474 -0.282893
-0.279780 0.257244 -0.279780
-0.242552 0.262454 -0.242552
-0.204818 0.274651 -0.204818
-0.166068 0.285727 -0.166068
-0.124208 0.289973 -0.124208
-0.081812 0.285511 -0.081812
-0.039335 0.274272 -0.039335
-0.001889 0.262078 -0.001889
0.043950 0.256944 0.043950
0.131329 0.262300 0.131329
0.208190 0.274743 0.208190
0.269017 0.286217 0.269017
0.319261 0.290926 0.319261
0.344072 0.286862 0.344072
0.344753 0.276175 0.344753
0.314381 0.264290 0.314381
0.262793 0.259010 0.262793
0.223928 0.264153 0.223928
0.180942 0.276037 0.180942
0.118498 0.286705 0.118498
0.045076 0.290973 0.045076
-0.040221 0.286447 -0.040221
-0.120541 0.274960 -0.120541
-0.188491 0.262371 -0.188491
-0.264483 0.256965 -0.264483
-0.272964 0.262185 -0.272964
-0.268960 0.274071 -0.268960
-0.277957 0.285551 -0.277957
-0.283310 0.289921 -0.283310
-0.298423 0.285457 -0.298423
-0.327856 0.274198 -0.327856
-0.385637 0.262349 -0.385637
-0.465267 0.257223 -0.465267
-0.569579 0.266582 -0.569579
-0.696318 0.295160 -0.696318
-0.833899 0.344840 -0.833899
-0.987543 0.413234 -0.987543
-1.163090 0.496243 -1.163090
-0.771573 0.365787 -0.771573
-0.638122 0.234736 -0.638122
-0.523739 0.176716 -0.523739
-0.414638 0.143722 -0.414638
-0.321139 0.133484 -0.321139
-0.243723 0.139213 -0.243723
-0.184425 0.153115 -0.184425
-0.128930 0.166513 -0.128930
-0.107441 0.171066 -0.107441
-0.097199 0.165452 -0.097199
-0.098709 0.152202 -0.098709
-0.103438 0.138182 -0.103438
-0.094778 0.131671 -0.094778
-0.047484 0.137794 -0.047484
-0.000271 0.152074 -0.000271
0.046791 0.165032 0.046791
0.096345 0.170134 0.096345
0.141749 0.164811 0.141749
0.185081 0.151647 0.185081
0.219570 0.137357 0.219570
0.260106 0.131317 0.260106
0.342972 0.137532 0.342972
0.413607 0.151990 0.413607
0.465758 0.165211 0.465758
0.502934 0.170609 0.502934
0.514159 0.165580 0.514159
0.501942 0.152866 0.501942
0.458185 0.138721 0.458185
0.400175 0.132561 0.400175
0.353427 0.138642 0.353427
0.308697 0.152789 0.308697
0.247054 0.165665 0.247054
0.174607 0.170643 0.174607
0.095154 0.165441 0.095154
0.021109 0.152214 0.021109
-0.038841 0.137562 -0.038841
-0.107705 0.131289 -0.107705
-0.103441 0.137435 -0.103441
-0.088039 0.151372 -0.088039
-0.089489 0.164833 -0.089489
-0.090205 0.169952 -0.090205
-0.102712 0.164740 -0.102712
-0.137407 0.151538 -0.137407
-0.203538 0.137659 -0.203538
-0.295588 0.131632 -0.295588
-0.415073 0.142538 -0.415073
-0.554506 0.175992 -0.554506
-0.714049 0.233993 -0.714049
-0.885447 0.313866 -0.885447
-1.095120 0.467999 -1.095120
-0.665050 0.306971 -0.665050
-0.522754 0.163619 -0.522754
-0.400482 0.100270 -0.400482
-0.285232 0.064233 -0.285232
-0.187145 0.053103 -0.187145
-0.105625 0.059418 -0.105625
-0.042505 0.074683 -0.042505
0.016257 0.089286 0.016257
0.044414 0.094389 0.044414
0.057131 0.088223 0.057131
0.061350 0.073736 0.061350
0.062294 0.058396 0.062294
0.077133 0.051245 0.077133
0.134760 0.057985 0.134760
0.191048 0.073618 0.191048
0.245369 0.087794 0.245369
0.300874 0.093367 0.300874
0.347047 0.087595 0.347047
0.388533 0.073177 0.388533
0.417264 0.057519 0.417264
0.449421 0.050866 0.449421
0.523390 0.057619 0.523390
0.584685 0.073358 0.584685
0.624956 0.087620 0.624956
0.647667 0.093469 0.647667
0.644519 0.087724 0.644519
0.620307 0.073640 0.620307
0.565340 0.057938 0.565340
0.506376 0.051209 0.506376
0.454054 0.057930 0.454054
0.411039 0.073634 0.411039
0.352108 0.087797 0.352108
0.285861 0.093468 0.285861
0.216676 0.087835 0.216676
0.151838 0.073562 0.151838
0.101765 0.057590 0.101765
0.041637 0.050775 0.041637
0.057819 0.057547 0.057819
0.082630 0.072831 0.082630
0.086641 0.087586 0.086641
0.087771 0.093193 0.087771
0.073274 0.087485 0.073274
0.032286 0.073024 0.032286
-0.044296 0.057819 -0.044296
-0.150488 0.051185 -0.150488
-0.285940 0.063052 -0.285940
-0.441839 0.099582 -0.441839
-0.618846 0.162933 -0.618846
-0.813195 0.250174 -0.813195
-1.032447 0.418718 -1.032447
-0.582367 0.287656 -0.582367
-0.432719 0.140165 -0.432719
-0.303093 0.075101 -0.303093
-0.182192 0.038087 -0.182192
-0.088968 0.026689 -0.088968
-0.007880 0.033220 -0.007880
0.061351 0.048971 0.061351
0.136618 0.063882 0.136618
0.170921 0.069151 0.170921
0.191162 0.062835 0.191162
0.203475 0.047906 0.203475
0.211992 0.032091 0.211992
0.233539 0.024674 0.233539
0.300966 0.031673 0.300966
0.365057 0.047784 0.365057
0.424728 0.062392 0.424728
0.482121 0.068114 0.482121
0.527775 0.062234 0.527775
0.564356 0.047371 0.564356
0.584478 0.031224 0.584478
0.605381 0.024314 0.605381
0.666271 0.031269 0.666271
0.715618 0.047492 0.715618
0.742326 0.062124 0.742326
0.749246 0.068231 0.749246
0.731885 0.062278 0.731885
0.697649 0.047776 0.697649
0.634479 0.031521 0.634479
0.580901 0.024577 0.580901
0.525707 0.031545 0.525707
0.487998 0.047793 0.487998
0.435033 0.062292 0.435033
0.378538 0.068165 0.378538
0.323707 0.062300 0.323707
0.270492 0.047659 0.270492
0.230666 0.031192 0.230666
0.181247 0.024173 0.181247
0.207494 0.031199 0.207494
0.239278 0.046976 0.239278
0.246193 0.062191 0.246193
0.246039 0.067965 0.246039
0.226585 0.062141 0.226585
0.176510 0.047164 0.176510
0.087621 0.031481 0.087621
-0.034057 0.024595 -0.034057
-0.185790 0.036735 -0.185790
-0.357530 0.074260 -0.357530
-0.550801 0.139363 -0.550801
-0.759007 0.228990 -0.759007
-0.991235 0.402435 -0.991235
-0.524994 0.302540 -0.524994
-0.370858 0.158145 -0.370858
-0.232660 0.094374 -0.232660
-0.117161 0.058179 -0.117161
-0.018119 0.047009 -0.018119
0.072147 0.053395 0.072147
0.145435 0.068826 0.145435
0.223080 0.083224 0.223080
0.268719 0.088338 0.268719
0.306452 0.082116 0.306452
0.327530 0.067396 0.327530
0.344680 0.051817 0.344680
0.372692 0.044447 0.372692
0.448507 0.051394 0.448507
0.518252 0.067227 0.518252
0.580594 0.081599 0.580594
0.636532 0.087228 0.636532
0.678656 0.081482 0.678656
0.707130 0.066880 0.707130
0.716052 0.051016 0.716052
0.723318 0.044163 0.723318
0.767558 0.051096 0.767558
0.803129 0.067258 0.803129
0.815521 0.081928 0.815521
0.806354 0.088300 0.806354
0.775919 0.082904 0.775919
0.734412 0.069073 0.734412
0.666792 0.053381 0.666792
0.625199 0.046495 0.625199
0.570064 0.053317 0.570064
0.541118 0.068972 0.541118
0.497083 0.082783 0.497083
0.453407 0.088132 0.453407
0.416371 0.082049 0.416371
0.376558 0.067383 0.376558
0.348363 0.050998 0.348363
0.309500 0.044019 0.309500
0.344131 0.050951 0.344131
0.379464 0.066481 0.379464
0.386613 0.081416 0.386613
0.382081 0.087075 0.382081
0.354691 0.081338 0.354691
0.287558 0.067014 0.287558
0.190660 0.051185 0.190660
0.052661 0.044358 0.052661
-0.115160 0.056186 -0.115160
-0.301651 0.092922 -0.301651
-0.503718 0.156733 -0.503718
-0.728890 0.244521 -0.728890
-0.970450 0.414549 -0.970450
-0.492383 0.335590 -0.492383
-0.333048 0.198079 -0.333048
-0.190203 0.137322 -0.190203
-0.072122 0.102916 -0.072122
0.035663 0.092167 0.035663
0.135167 0.098146 0.135167
0.226242 0.112752 0.226242
0.303349 0.126126 0.303349
0.352947 0.130831 0.352947
0.401292 0.124781 0.401292
0.434002 0.110539 0.434002
0.460110 0.095534 0.460110
0.493441 0.088353 0.493441
0.564619 0.095676 0.564619
0.647955 0.110243 0.647955
0.709604 0.124045 0.709604
0.760413 0.129491 0.760413
0.795859 0.123947 0.795859
0.813207 0.109987 0.813207
0.816362 0.095252 0.816362
0.801834 0.088209 0.801834
0.825874 0.095121 0.825874
0.842158 0.111266 0.842158
0.845145 0.126116 0.845145
0.820697 0.133047 0.820697
0.779245 0.129159 0.779245
0.733813 0.117017 0.733813
0.665866 0.102891 0.665866
0.642406 0.096153 0.642406
0.590331 0.102535 0.590331
0.573215 0.116560 0.573215
0.540618 0.128801 0.540618
0.512155 0.132738 0.512155
0.495457 0.126179 0.495457
0.470150 0.111267 0.470150
0.453679 0.095070 0.453679
0.425543 0.088150 0.425543
0.466120 0.094774 0.466120
0.490629 0.110242 0.490629
0.506611 0.123881 0.506611
0.495696 0.129264 0.495696
0.458020 0.123743 0.458020
0.377870 0.110034 0.377870
0.266469 0.094876 0.266469
0.111809 0.088267 0.111809
-0.071419 0.099498 -0.071419
-0.271196 0.134525 -0.271196
-0.486881 0.195377 -0.486881
-0.719456 0.279290 -0.719456
-0.966719 0.441458 -0.966719
-0.482036 0.366168 -0.482036
-0.318015 0.235237 -0.318015
-0.167487 0.177195 -0.167487
-0.041088 0.144475 -0.041088
0.076257 0.133977 0.076257
0.186072 0.139446 0.186072
0.282559 0.153138 0.282559
