pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-1.191858 0.505064 -1.191858
-1.042504 0.445455 -1.042504
-0.911517 0.403356 -0.911517
-0.795407 0.378970 -0.795407
-0.693868 0.371026 -0.693868
-0.608450 0.375241 -0.608450
-0.549243 0.385530 -0.549243
-0.501709 0.394877 -0.501709
-0.474404 0.398755 -0.474404
-0.464923 0.395070 -0.464923
-0.463378 0.385825 -0.463378
-0.469939 0.375379 -0.469939
-0.473482 0.371121 -0.473482
-0.435161 0.376411 -0.435161
-0.390656 0.387796 -0.390656
-0.355946 0.398721 -0.355946
-0.327143 0.404585 -0.327143
-0.302554 0.403408 -0.302554
-0.275550 0.396446 -0.275550
-0.262991 0.388161 -0.262991
-0.239073 0.384905 -0.239073
-0.187766 0.388176 -0.187766
-0.138968 0.396471 -0.138968
-0.100321 0.403404 -0.100321
-0.065875 0.404451 -0.065875
-0.050545 0.398582 -0.050545
-0.048394 0.388363 -0.048394
-0.060552 0.376488 -0.060552
-0.089317 0.371349 -0.089317
-0.101484 0.375477 -0.101484
-0.127282 0.385504 -0.127282
-0.168255 0.394979 -0.168255
-0.217985 0.398667 -0.217985
-0.278068 0.394993 -0.278068
-0.340405 0.385532 -0.340405
-0.397826 0.375210 -0.397826
-0.463607 0.370869 -0.463607
-0.459517 0.375243 -0.459517
-0.457948 0.385679 -0.457948
-0.453290 0.395118 -0.453290
-0.456752 0.398925 -0.456752
-0.474422 0.395214 -0.474422
-0.510942 0.385781 -0.510942
-0.565136 0.375473 -0.565136
-0.644974 0.371282 -0.644974
-0.745354 0.378934 -0.745354
-0.857806 0.403479 -0.857806
-1.027338 0.472881 -1.027338
-1.180488 0.540451 -1.180488
-1.340555 0.614755 -1.340555
-1.028085 0.394142 -1.028085
-0.871011 0.322077 -0.871011
-0.733472 0.270641 -0.733472
-0.612323 0.240852 -0.612323
-0.507109 0.231168 -0.507109
-0.419536 0.236341 -0.419536
-0.359098 0.248956 -0.359098
-0.311600 0.260395 -0.311600
-0.285730 0.265135 -0.285730
-0.278452 0.260609 -0.278452
-0.279237 0.249286 -0.279237
-0.287937 0.236472 -0.287937
-0.292058 0.231234 -0.292058
-0.249343 0.237715 -0.249343
-0.199266 0.251678 -0.199266
-0.159510 0.265047 -0.159510
-0.125943 0.272217 -0.125943
-0.097145 0.270768 -0.097145
-0.066817 0.262197 -0.066817
-0.052193 0.252028 -0.052193
-0.025971 0.248026 -0.025971
0.030964 0.252065 0.030964
0.083441 0.262255 0.083441
0.123417 0.270774 0.123417
0.157482 0.272073 0.157482
0.169307 0.264912 0.169307
0.166065 0.252383 0.166065
0.147114 0.237869 0.147114
0.110975 0.231572 0.110975
0.093644 0.236647 0.093644
0.063321 0.248927 0.063321
0.018019 0.260535 0.018019
-0.035143 0.265040 -0.035143
-0.098230 0.260553 -0.098230
-0.162462 0.248960 -0.162462
-0.220648 0.236316 -0.220648
-0.288252 0.230981 -0.288252
-0.277358 0.236354 -0.277358
-0.270093 0.249132 -0.270093
-0.260533 0.260696 -0.260533
-0.261095 0.265349 -0.261095
-0.278561 0.260802 -0.278561
-0.317840 0.249243 -0.317840
-0.377825 0.236599 -0.377825
-0.465976 0.231444 -0.465976
-0.577772 0.240771 -0.577772
-0.703212 0.270708 -0.703212
-0.890859 0.355641 -0.890859
-1.060235 0.438240 -1.060235
-1.236827 0.529070 -1.236827
-0.878350 0.304061 -0.878350
-0.715392 0.222362 -0.715392
-0.572005 0.163400 -0.572005
-0.445953 0.129262 -0.445953
-0.336491 0.118196 -0.336491
-0.246308 0.124160 -0.246308
-0.182632 0.138681 -0.182632
-0.133317 0.151822 -0.133317
-0.109548 0.157259 -0.109548
-0.119484 0.152037 -0.119484
-0.126840 0.139020 -0.126840
-0.131026 0.124265 -0.131026
-0.118450 0.118208 -0.118450
-0.064426 0.125654 -0.064426
-0.009531 0.141725 -0.009531
0.034362 0.157063 0.034362
0.071659 0.165274 0.071659
0.103074 0.163576 0.103074
0.134409 0.153640 0.134409
0.149394 0.141899 0.149394
0.175451 0.137267 0.175451
0.235352 0.141968 0.235352
0.288670 0.153743 0.288670
0.327471 0.163595 0.327471
0.358849 0.165133 0.358849
0.365407 0.156957 0.365407
0.355844 0.142536 0.355844
0.329623 0.125900 0.329623
0.286957 0.118667 0.286957
0.264566 0.124532 0.264566
0.230663 0.138652 0.230663
0.182569 0.152004 0.182569
0.124837 0.157195 0.124837
0.063860 0.152023 0.063860
-0.000091 0.138687 -0.000091
-0.057210 0.124147 -0.057210
-0.124907 0.117985 -0.124907
-0.107091 0.124187 -0.107091
-0.094294 0.138873 -0.094294
-0.080526 0.152174 -0.080526
-0.079065 0.157511 -0.079065
-0.097239 0.152283 -0.097239
-0.140258 0.138987 -0.140258
-0.207127 0.124465 -0.207127
-0.304023 0.118465 -0.304023
-0.427780 0.129127 -0.427780
-0.566802 0.163381 -0.566802
-0.771239 0.260921 -0.771239
-0.956102 0.355662 -0.956102
-1.148158 0.459845 -1.148158
-0.747829 0.247393 -0.747829
-0.581100 0.160036 -0.581100
-0.432627 0.096397 -0.432627
-0.301775 0.059570 -0.301775
-0.188135 0.047669 -0.188135
-0.093969 0.054162 -0.093969
-0.042943 0.069910 -0.042943
-0.027148 0.084132 -0.027148
-0.023777 0.090004 -0.023777
-0.030646 0.084406 -0.030646
-0.031376 0.070231 -0.031376
-0.031120 0.054228 -0.031120
-0.013436 0.047622 -0.013436
0.066111 0.055665 0.066111
0.164001 0.073073 0.164001
0.220080 0.089620 0.220080
0.259369 0.098431 0.259369
0.291412 0.096509 0.291412
0.320764 0.085610 0.320764
0.333922 0.072793 0.333922
0.356980 0.067717 0.356980
