pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-2.936362 1.000000 0.000000
-2.147017 0.999999 0.000000
-2.113808 0.999998 0.000000
-1.729197 0.999997 0.000000
-1.907137 0.999994 0.000000
-1.827932 0.999986 0.000000
-1.680851 0.999971 0.000000
-2.400318 0.999936 0.000000
-1.794725 0.999859 0.000000
-1.687898 0.999688 0.000000
-1.676133 0.999342 0.000000
-1.899323 0.998653 0.000000
-2.021202 0.997330 0.000000
-2.126310 0.994888 0.000000
-1.590716 0.990569 0.000000
-2.459844 0.983246 0.000000
-1.675435 0.971376 0.000000
-1.696277 0.952989 0.000000
-1.782383 0.925822 0.000000
-1.242488 0.887585 0.000000
-1.024737 0.836489 0.166286
-0.838494 0.771739 0.374760
-0.681386 0.694205 0.537525
-0.536076 0.606953 0.634379
-0.400208 0.515180 0.775832
-0.284203 0.425854 0.885609
-0.166582 0.348716 0.971563
-0.093879 0.290412 1.011810
-0.033824 0.252577 1.052723
0.008691 0.234975 1.087483
0.035972 0.233136 1.117577
0.050640 0.240601 1.126634
0.049412 0.249739 1.126160
0.041335 0.254967 1.119917
0.019591 0.253094 1.094810
-0.012996 0.246386 1.065326
-0.048286 0.238084 1.039896
-0.091794 0.232374 1.014016
-0.132532 0.231884 0.995054
-0.174582 0.235340 0.965555
-0.205362 0.240692 0.942599
-0.237483 0.243708 0.920618
-0.269383 0.242269 0.899179
-0.296363 0.236551 0.882729
-0.327989 0.228964 0.840855
-0.345704 0.224189 0.823680
-0.378527 0.224182 0.796400
-0.428600 0.228942 0.751109
-0.460479 0.236535 0.715927
-0.472922 0.242230 0.707217
-0.488408 0.243653 0.681590
-0.500671 0.240078 0.668817
-0.501720 0.235204 0.668750
-0.476401 0.231582 0.703852
-0.450812 0.231575 0.719970
-0.421395 0.235306 0.755010
-0.380973 0.240977 0.795420
-0.333819 0.244326 0.829569
-0.277585 0.243293 0.892282
-0.219341 0.238014 0.935137
-0.157429 0.230744 0.978867
-0.088352 0.226031 1.014747
-0.020864 0.225763 1.062075
0.042979 0.229826 1.120028
0.108566 0.235709 1.178912
0.157420 0.240481 1.244760
0.207661 0.240297 1.275103
0.272270 0.235227 1.340083
0.312897 0.228998 1.386029
0.350481 0.224631 1.427709
0.368735 0.224608 1.448019
0.371569 0.228950 1.452405
0.364735 0.235645 1.442043
0.344595 0.240221 1.420332
0.307669 0.240424 1.379270
0.261497 0.236218 1.320035
0.196619 0.229782 1.266907
0.144818 0.225782 1.210170
0.069015 0.225781 1.139015
-0.019298 0.229787 1.062763
-0.089032 0.236124 1.014602
-0.176641 0.240200 0.960186
-0.264270 0.239815 0.904104
-0.357436 0.235041 0.810683
-0.458624 0.228182 0.716627
-0.555516 0.223788 0.626045
-0.664159 0.223798 0.550009
-0.780042 0.229635 0.423435
-0.888150 0.238384 0.302852
-1.006959 0.245655 0.194743
-1.146635 0.248151 0.086282
-1.282191 0.243223 0.000000
-2.128385 0.234063 0.000000
-1.400649 0.226551 0.000000
-1.341824 0.228080 0.000000
-1.876672 0.245629 0.000000
-1.923402 0.283475 0.000000
-1.395712 0.342073 0.000000
-2.089821 0.420082 0.000000
-1.731380 0.510188 0.000000
-1.744281 1.000000 0.000000
-1.545678 0.999999 0.000000
-1.981371 0.999998 0.000000
-3.849056 0.999997 0.000000
-2.290578 0.999993 0.000000
-1.690041 0.999985 0.000000
-1.579515 0.999967 0.000000
-2.006237 0.999928 0.000000
-1.774538 0.999843 0.000000
-1.774297 0.999654 0.000000
-1.622438 0.999271 0.000000
-2.116297 0.998507 0.000000
-1.740278 0.997038 0.000000
-1.913384 0.994326 0.000000
-1.729741 0.989530 0.000000
-1.999071 0.981396 0.000000
-1.754477 0.968213 0.000000
-1.436516 0.947793 0.000000
-1.212373 0.917634 0.017187
-1.006601 0.875196 0.195121
-0.830370 0.818479 0.376376
-0.671367 0.746576 0.547262
-0.525133 0.660534 0.641317
-0.387807 0.563751 0.791222
-0.269788 0.461994 0.899012
-0.165973 0.362995 0.972493
-0.051258 0.266714 1.037772
0.006474 0.208193 1.087229
0.055270 0.166137 1.127002
0.096667 0.146550 1.168093
0.100269 0.144636 1.171500
0.102534 0.152884 1.172714
0.086285 0.163081 1.159042
0.050230 0.168857 1.126607
0.020310 0.166932 1.095170
-0.023793 0.159445 1.060616
-0.076516 0.150146 1.018653
-0.127664 0.143790 0.996376
-0.177201 0.143411 0.957965
-0.227324 0.147037 0.924704
-0.268067 0.152403 0.899831
-0.298835 0.156011 0.881496
-0.330403 0.154436 0.838578
-0.358547 0.147803 0.810163
-0.387635 0.140067 0.791275
-0.402872 0.134811 0.773753
-0.432767 0.134803 0.747368
-0.480068 0.140025 0.697877
-0.511997 0.147799 0.656302
-0.523534 0.154392 0.641975
-0.528019 0.155943 0.640921
-0.534083 0.152293 0.635183
-0.527324 0.146878 0.640973
-0.499873 0.143104 0.668991
-0.464551 0.143149 0.714295
-0.433071 0.147009 0.747070
-0.384935 0.152716 0.791905
-0.334369 0.156672 0.829379
-0.274589 0.155552 0.893055
-0.208806 0.149402 0.941638
-0.140203 0.142018 0.988213
-0.062040 0.136972 1.033963
0.013785 0.136714 1.091111
0.079048 0.141012 1.154978
0.151946 0.147457 1.228983
0.207153 0.152407 1.275016
0.266933 0.152158 1.333308
0.336636 0.146753 1.400980
0.385437 0.139914 1.474762
0.438722 0.135193 1.530346
0.465533 0.135185 1.551577
0.477000 0.139825 1.558360
0.476444 0.146666 1.557632
0.465808 0.152067 1.551594
0.430580 0.152324 1.515573
0.388408 0.147392 1.478970
0.335910 0.140943 1.400653
0.289750 0.136560 1.361435
0.213472 0.136564 1.283895
0.119114 0.140929 1.185917
0.042399 0.147718 1.119988
-0.045624 0.152158 1.042960
-0.138779 0.151736 0.988269
-0.240664 0.146137 0.919739
-0.343239 0.139144 0.825806
-0.437390 0.134371 0.736214
-0.553636 0.134382 0.626132
-0.662953 0.140898 0.550580
-0.771754 0.150682 0.429306
-0.880841 0.158772 0.330192
-1.010129 0.161325 0.190532
-1.143966 0.155886 0.087570
-1.275306 0.145711 0.000000
-1.518023 0.137331 0.000000
-1.737710 0.138985 0.000000
-1.797794 0.158401 0.000000
-1.748356 0.193160 0.000000
-1.428861 0.267972 0.000000
-1.521091 0.356467 0.000000
-2.165104 0.456347 0.000000
-1.685175 1.000000 0.000000
-1.986196 0.999999 0.000000
-2.116259 0.999998 0.000000
-1.581216 0.999996 0.000000
-2.500074 0.999992 0.000000
-2.255455 0.999984 0.000000
-1.983274 0.999965 0.000000
-2.028576 0.999923 0.000000
-1.555303 0.999829 0.000000
-1.745396 0.999630 0.000000
-1.555810 0.999220 0.000000
-1.704404 0.998400 0.000000
-2.872612 0.996827 0.000000
-1.616349 0.993923 0.000000
-2.816928 0.988781 0.000000
-1.568392 0.980066 0.000000
-1.400266 0.965942 0.000000
-1.180452 0.944060 0.068726
-0.988878 0.911739 0.216284
-0.819078 0.866280 0.388464
-0.665169 0.805527 0.549531
-0.521924 0.728565 0.642747
-0.388353 0.636401 0.790932
-0.268398 0.532787 0.899585
-0.162904 0.423896 0.975455
-0.065468 0.317964 1.026767
0.014100 0.224106 1.091216
0.097153 0.144626 1.168419
0.145641 0.099390 1.212148
0.156336 0.082245 1.244673
0.147331 0.080272 1.216064
0.136787 0.089161 1.204314
0.105703 0.100067 1.175063
0.057535 0.106011 1.127399
0.007328 0.104324 1.087334
-0.050932 0.096249 1.037925
-0.112308 0.086203 1.002539
-0.173110 0.079347 0.965668
-0.229253 0.078969 0.923801
-0.283610 0.082885 0.885993
-0.330144 0.088595 0.839010
-0.362024 0.092168 0.805784
-0.392916 0.090549 0.785084
-0.419338 0.083772 0.756999
-0.446205 0.075556 0.725882
-0.455974 0.069986 0.717448
-0.484157 0.069977 0.682644
-0.531087 0.075510 0.638257
-0.558634 0.083794 0.625179
-0.566509 0.090479 0.618852
-0.566878 0.092106 0.618631
-0.568849 0.088467 0.617744
-0.555711 0.082734 0.626036
-0.526293 0.078660 0.641052
-0.483871 0.078705 0.684218
-0.449595 0.082859 0.721646
-0.401696 0.088873 0.774671
-0.342734 0.092870 0.826161
-0.279881 0.091699 0.890298
-0.211090 0.085454 0.941405
-0.135234 0.077619 0.990373
-0.055178 0.072273 1.035054
0.026203 0.072003 1.097234
0.103220 0.076558 1.173082
0.175316 0.083366 1.252710
0.243898 0.088342 1.309108
0.321160 0.087800 1.390256
0.383881 0.082518 1.467757
0.443970 0.075254 1.536820
0.498198 0.070218 1.577861
0.543356 0.070207 1.619749
0.569270 0.075131 1.627127
0.574390 0.082429 1.628952
0.568425 0.087947 1.626976
0.546874 0.088256 1.620430
0.517380 0.083321 1.586518
0.477047 0.076467 1.558426
0.427761 0.071819 1.514134
0.353764 0.071828 1.431098
0.260864 0.076470 1.319830
0.168342 0.083296 1.247723
0.079030 0.088143 1.154964
-0.015223 0.087698 1.064199
-0.120315 0.082045 0.997850
-0.225242 0.074590 0.926271
-0.326902 0.069534 0.840900
-0.444719 0.069546 0.727058
-0.556774 0.076568 0.625888
-0.663394 0.087106 0.550371
-0.773122 0.095834 0.428828
-0.883828 0.098066 0.313546
-1.012336 0.092483 0.186837
-1.149080 0.081602 0.085269
-1.283257 0.072518 0.000000
-1.349212 0.074236 0.000000
-1.723870 0.090967 0.000000
-2.319537 0.136382 0.000000
-1.446842 0.216467 0.000000
-1.758928 0.311066 0.000000
-1.405467 0.417886 0.000000
-1.715176 0.999999 0.000000
-2.086118 0.999999 0.000000
-1.753059 0.999998 0.000000
-1.541272 0.999996 0.000000
-1.676311 0.999992 0.000000
-1.612407 0.999983 0.000000
-1.623599 0.999963 0.000000
-1.833542 0.999919 0.000000
-1.970035 0.999822 0.000000
-2.534236 0.999616 0.000000
-1.826392 0.999189 0.000000
-2.737172 0.998338 0.000000
-1.821565 0.996704 0.000000
-1.560796 0.993686 0.000000
-1.658391 0.988348 0.000000
-1.358726 0.979300 0.000000
-1.152292 0.964626 0.084154
-0.974200 0.941908 0.236085
-0.809493 0.908339 0.405530
-0.665883 0.861158 0.549193
-0.528929 0.798079 0.640382
-0.401384 0.718194 0.774914
