pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-3.151310 1.000000 0.000000
-2.383010 0.999999 0.000000
-2.353632 0.999998 0.000000
-2.002717 0.999997 0.000000
-2.165235 0.999993 0.000000
-2.089388 0.999986 0.000000
-1.960050 0.999969 0.000000
-2.631341 0.999933 0.000000
-1.771777 0.999854 0.000000
-1.691644 0.999686 0.000000
-1.605810 0.999341 0.000000
-1.507997 0.998652 0.000000
-1.406299 0.997330 0.000000
-1.304136 0.994890 0.000000
-1.197912 0.990570 0.017300
-1.085530 0.983249 0.118689
-0.969012 0.970892 0.209225
-0.844185 0.952206 0.384855
-0.710760 0.924602 0.523463
-0.572150 0.885775 0.640150
-0.434528 0.833887 0.751204
-0.297774 0.768095 0.880122
-0.164101 0.689398 0.980356
-0.031606 0.600868 1.063918
0.079485 0.514728 1.168032
0.198857 0.425725 1.281984
0.304736 0.346944 1.392584
0.399712 0.280516 1.489720
0.460197 0.242630 1.548271
0.506933 0.225261 1.581874
0.523524 0.224074 1.590363
0.518394 0.232152 1.586848
0.507844 0.241926 1.583540
0.476397 0.247523 1.554739
0.436264 0.245799 1.515539
0.369620 0.239010 1.462668
0.295838 0.230608 1.386039
0.210959 0.225077 1.303348
0.120770 0.225246 1.202424
0.027482 0.230108 1.122590
-0.056944 0.237572 1.039899
-0.131506 0.243121 0.997010
-0.206019 0.244487 0.946765
-0.273753 0.240943 0.899157
-0.336671 0.235956 0.839868
-0.390371 0.232358 0.785287
-0.441592 0.232517 0.744511
-0.520643 0.235862 0.689395
-0.574252 0.241150 0.638606
-0.615918 0.244028 0.592223
-0.648735 0.242487 0.563720
-0.669895 0.236690 0.555188
-0.679507 0.228982 0.551400
-0.662248 0.224080 0.558045
-0.636809 0.223835 0.577116
-0.615650 0.227989 0.592301
-0.582315 0.234641 0.633927
-0.535280 0.239084 0.669096
-0.481715 0.239099 0.715607
-0.417940 0.234661 0.761266
-0.339001 0.228151 0.836401
-0.255606 0.223544 0.909751
-0.181669 0.223531 0.967975
-0.124708 0.228061 0.997913
-0.058975 0.234478 1.038319
0.005883 0.238973 1.096293
0.068025 0.238944 1.157252
0.127392 0.234487 1.205652
0.184215 0.228094 1.268159
0.236026 0.223594 1.318639
0.264951 0.223624 1.353731
0.279797 0.227979 1.369964
0.286193 0.234756 1.375119
0.284395 0.239209 1.372734
0.263226 0.239261 1.347861
0.228437 0.234843 1.311692
0.170778 0.228188 1.246856
0.118381 0.224066 1.200984
0.056802 0.224336 1.146976
-0.019162 0.229223 1.068155
-0.098676 0.236867 1.013973
-0.188002 0.242557 0.959430
-0.286604 0.243974 0.886938
-0.381581 0.240929 0.791847
-0.488394 0.235546 0.713457
-0.585855 0.232002 0.629744
-0.700426 0.231948 0.540272
-0.810693 0.237004 0.423955
-0.923975 0.244846 0.254579
-1.038596 0.250411 0.140744
-1.180327 0.250304 0.054622
-1.331588 0.243540 0.000000
-1.479819 0.232924 0.000000
-1.570185 0.224275 0.000000
-1.515393 0.225243 0.000000
-1.999168 0.242615 0.000000
-2.047440 0.280543 0.000000
-1.610126 0.347030 0.000000
-2.223605 0.425921 0.000000
-1.893186 0.514994 0.000000
-2.015036 1.000000 0.000000
-1.845837 0.999999 0.000000
-2.231687 0.999998 0.000000
-3.899227 0.999996 0.000000
-2.522986 0.999993 0.000000
-1.968008 0.999984 0.000000
-1.872949 0.999966 0.000000
-1.805450 0.999925 0.000000
-1.709798 0.999838 0.000000
-1.610759 0.999650 0.000000
-1.507515 0.999264 0.000000
-1.402987 0.998495 0.000000
-1.299750 0.997018 0.000000
-1.195670 0.994294 0.017300
-1.087807 0.989472 0.117245
-0.976869 0.981298 0.198175
-0.859707 0.968037 0.375647
-0.735236 0.946940 0.487519
-0.607262 0.916287 0.600641
-0.478204 0.873198 0.717010
-0.344446 0.815587 0.828052
-0.218340 0.742598 0.942904
-0.092173 0.655309 1.015494
0.028097 0.557111 1.123759
0.144507 0.453945 1.225225
0.250696 0.353674 1.330692
0.351616 0.264886 1.435167
0.425047 0.197382 1.507658
0.453324 0.155320 1.538937
0.485246 0.136063 1.561911
0.488211 0.134746 1.562225
0.481360 0.143715 1.557861
0.443824 0.154497 1.529457
0.391092 0.160538 1.483163
0.334591 0.158640 1.425298
0.263719 0.150985 1.349943
0.180531 0.141504 1.266020
0.092414 0.135251 1.178281
0.002499 0.135480 1.095996
-0.091655 0.140781 1.015683
-0.169806 0.148530 0.976128
-0.236030 0.155029 0.931242
-0.299189 0.156592 0.878632
-0.357221 0.152960 0.821267
-0.409011 0.147562 0.772471
-0.444039 0.143908 0.740285
-0.497167 0.143881 0.707251
-0.563120 0.147570 0.642400
-0.605140 0.153208 0.611284
-0.636401 0.156342 0.577531
-0.660103 0.154666 0.558337
-0.668303 0.148383 0.556066
-0.665539 0.140120 0.557589
-0.638983 0.134757 0.574904
-0.603965 0.134495 0.616012
