pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-3.126407 1.000000 0.000000
-2.364805 1.000000 0.000000
-2.335829 1.000000 0.000000
-1.988185 0.999999 0.000000
-2.149234 0.999998 0.000000
-2.073817 0.999994 0.000000
-1.945014 0.999979 0.000000
-2.610213 0.999948 0.000000
-1.758317 0.999878 0.000000
-1.678922 0.999722 0.000000
-1.593879 0.999394 0.000000
-1.497850 0.998729 0.000000
-1.396008 0.997440 0.000000
-1.294765 0.995044 0.000000
-1.188009 0.990782 0.043772
-1.076607 0.983531 0.127030
-0.958632 0.971283 0.220033
-0.834642 0.952707 0.400179
-0.702632 0.925224 0.539451
-0.564363 0.886524 0.641895
-0.427759 0.834766 0.757776
-0.292191 0.769107 0.884700
-0.159072 0.690519 0.981800
-0.027427 0.602069 1.065858
0.082155 0.516075 1.168365
0.200873 0.427114 1.284289
0.306039 0.348342 1.394332
0.400278 0.281710 1.489992
0.460096 0.243777 1.548231
0.506689 0.226383 1.581364
0.522541 0.225152 1.588499
0.517161 0.233211 1.586553
0.506546 0.242991 1.581063
0.475471 0.248588 1.554520
0.436122 0.246791 1.515531
0.368891 0.240013 1.462487
0.295144 0.231618 1.386019
0.210156 0.226090 1.301262
0.120818 0.226179 1.202427
0.028672 0.231092 1.124702
-0.057087 0.238574 1.039746
-0.131514 0.244121 0.997007
-0.205594 0.245491 0.946798
-0.271913 0.241900 0.899978
-0.334021 0.236920 0.840900
-0.387326 0.233297 0.789405
-0.437388 0.233533 0.750958
-0.516978 0.236826 0.698295
-0.571332 0.242175 0.640752
-0.612555 0.245060 0.593196
-0.645751 0.243525 0.567845
-0.666513 0.237720 0.557053
-0.675264 0.229952 0.552502
-0.657643 0.225116 0.558622
-0.634173 0.224863 0.579425
-0.612221 0.228959 0.593293
-0.579879 0.235689 0.634510
-0.533233 0.240136 0.672786
-0.479515 0.240159 0.716400
-0.415671 0.235621 0.764972
-0.338327 0.229167 0.838889
-0.255799 0.224586 0.909710
-0.182696 0.224565 0.966869
-0.126082 0.229077 0.997879
-0.060591 0.235525 1.037645
0.004309 0.240041 1.096156
0.066326 0.239987 1.156621
0.125259 0.235529 1.204433
0.180503 0.229110 1.266006
0.230316 0.224630 1.312798
0.258991 0.224660 1.340623
0.274966 0.228950 1.367025
0.280775 0.235787 1.370286
0.277910 0.240245 1.369416
0.257521 0.240296 1.338782
0.223154 0.235873 1.308966
0.167211 0.229151 1.246720
0.112607 0.225088 1.195739
0.050901 0.225362 1.143146
-0.024283 0.230192 1.066871
-0.105032 0.237899 1.010071
-0.193741 0.243599 0.952161
-0.291619 0.245020 0.884700
-0.386684 0.241965 0.790117
-0.492338 0.236518 0.709377
-0.589521 0.233038 0.620017
