pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-2.712744 1.000000 0.000000
-1.839451 1.000000 0.000000
-1.803150 1.000000 0.000000
-1.374595 0.999999 0.000000
-1.572799 0.999998 0.000000
-1.482469 0.999994 0.000000
-1.317187 0.999979 0.000000
-2.118467 0.999949 0.000000
-1.444412 0.999878 0.000000
-1.320672 0.999724 0.000000
-1.302650 0.999398 0.000000
-1.552726 0.998737 0.000000
-1.685347 0.997409 0.000000
-1.797803 0.994986 0.000000
-1.190171 0.990678 0.069294
-2.146233 0.983353 0.000000
-1.273092 0.971451 0.000000
-1.286593 0.952990 0.000000
-1.367810 0.925680 0.000000
-1.274457 0.887225 0.000000
-1.021632 0.835787 0.187641
-1.397009 0.770573 0.000000
-1.031608 0.692475 0.183670
-1.063146 0.604564 0.142743
-2.424269 0.512127 0.000000
-0.707078 0.430475 0.482855
-0.507553 0.344367 0.664082
-0.319859 0.285707 0.840900
-0.182281 0.247731 0.948726
-0.079497 0.230013 1.021670
-0.006877 0.228221 1.074548
0.037053 0.235568 1.120130
0.060820 0.244563 1.146054
0.065660 0.249440 1.152090
0.056146 0.247626 1.139444
0.028837 0.239641 1.116432
-0.004785 0.230922 1.078391
-0.035345 0.225120 1.051146
-0.061869 0.225118 1.032119
-0.076880 0.229371 1.024072
-0.080788 0.236334 1.019322
-0.073354 0.241172 1.024227
-0.063861 0.241667 1.029901
-0.051702 0.237759 1.035603
-0.046536 0.231546 1.039806
-0.023900 0.227776 1.060604
-0.033508 0.227794 1.052459
-0.057773 0.231575 1.034394
-0.071047 0.237755 1.025059
-0.090128 0.241609 1.015078
-0.109224 0.241032 1.005293
-0.123325 0.236111 0.997255
-0.134814 0.229107 0.983651
-0.129115 0.224783 0.994912
-0.112057 0.224758 1.003005
-0.094107 0.228961 1.014406
-0.055721 0.235700 1.034619
-0.016139 0.240207 1.064707
0.027496 0.240268 1.115129
0.078512 0.235871 1.160636
0.131072 0.229187 1.205621
0.179916 0.225090 1.264888
0.232796 0.225089 1.313306
0.283185 0.229230 1.361076
0.325350 0.235864 1.395734
0.361377 0.240223 1.442921
0.394922 0.240138 1.481264
0.424891 0.235627 1.505655
0.458631 0.228876 1.538367
0.466963 0.224678 1.546936
0.483456 0.224688 1.562307
0.491989 0.228912 1.566052
0.488547 0.235621 1.563743
0.469731 0.240071 1.549457
0.440245 0.240039 1.515952
0.403445 0.235559 1.489332
0.355756 0.229113 1.435062
0.285707 0.224588 1.364709
0.218951 0.224579 1.307893
0.143523 0.228852 1.223533
0.065023 0.235627 1.150490
-0.024243 0.240028 1.059793
-0.121687 0.240031 0.997675
-0.226093 0.235553 0.923303
-0.333962 0.228815 0.828517
-0.447377 0.224668 0.718727
-0.564592 0.224888 0.615585
-0.680688 0.231072 0.518848
-0.823440 0.241061 0.396971
-0.976789 0.249213 0.227983
-1.125353 0.251951 0.100729
-1.538994 0.247977 0.000000
-2.001230 0.239840 0.000000
-1.171116 0.233154 0.083970
-1.087758 0.235352 0.131081
-1.678582 0.253211 0.000000
-1.718368 0.290978 0.000000
-1.132963 0.356802 0.095952
-1.855350 0.434667 0.000000
-1.433756 0.522510 0.000000
-1.391046 1.000000 0.000000
-1.164132 1.000000 0.085202
-1.654011 1.000000 0.000000
-3.769636 0.999999 0.000000
-1.998060 0.999997 0.000000
-1.330772 0.999993 0.000000
-1.201317 0.999977 0.059896
-1.677806 0.999942 0.000000
-1.421443 0.999864 0.000000
-1.416341 0.999691 0.000000
-1.241376 0.999327 0.000365
-1.790899 0.998588 0.000000
-1.371552 0.997121 0.000000
-1.557779 0.994429 0.000000
-1.348077 0.989643 0.000000
-1.641895 0.981507 0.000000
-1.357716 0.968287 0.000000
-1.572726 0.947782 0.000000
-2.321399 0.917454 0.000000
-1.546024 0.874754 0.000000
-1.381122 0.817640 0.000000
-1.358885 0.745251 0.000000
-0.931653 0.658590 0.280795
-1.042908 0.561029 0.164427
-0.674796 0.458471 0.519402
-0.453815 0.358702 0.715415
-0.252986 0.270220 0.905920
-0.093716 0.202815 1.014473
0.021929 0.160578 1.102220
0.120036 0.140892 1.195046
0.174873 0.138966 1.257714
0.210328 0.147145 1.298649
0.225983 0.157128 1.309556
0.223586 0.162494 1.308626
0.208160 0.159894 1.297213
0.167323 0.151816 1.252432
0.121988 0.142075 1.195658
0.072403 0.135589 1.156785
0.026773 0.135584 1.114045
-0.013259 0.140294 1.065838
-0.041950 0.147285 1.044200
-0.065904 0.153007 1.028082
-0.086265 0.153546 1.015724
-0.112341 0.148887 1.002875
-0.131487 0.142632 0.988208
-0.134090 0.138460 0.983891
-0.166044 0.138480 0.968961
-0.207666 0.142698 0.940242
-0.242594 0.148880 0.913582
-0.259788 0.153469 0.899723
-0.277359 0.152834 0.883321
-0.292901 0.147038 0.872309
-0.288689 0.139957 0.873930
-0.270918 0.135184 0.885089
-0.240812 0.135170 0.913785
-0.202866 0.139807 0.942780
-0.154394 0.147034 0.978823
-0.100268 0.151958 1.011170
-0.044692 0.152027 1.042287
0.013310 0.147247 1.096067
0.075981 0.140102 1.159452
0.136773 0.135556 1.214938
0.202889 0.135558 1.284281
0.259960 0.140115 1.333265
0.319059 0.147231 1.391294
0.365718 0.151983 1.450258
0.410200 0.151897 1.494134
0.454380 0.146985 1.536639
0.497291 0.139739 1.569432
0.518623 0.135126 1.587199
0.541061 0.135142 1.602479
0.563549 0.139784 1.623109
0.568387 0.146987 1.623870
0.558886 0.151827 1.619179
0.533989 0.151803 1.600699
0.505260 0.146920 1.581750
0.454355 0.139665 1.536630
0.391887 0.135019 1.477350
0.324222 0.135013 1.394740
0.246778 0.141425 1.319625
0.164132 0.146988 1.250378
0.072627 0.151781 1.156981
-0.031732 0.151781 1.052695
-0.136247 0.146896 0.983224
-0.250683 0.139664 0.908039
-0.362419 0.135108 0.800257
-0.476430 0.135348 0.704789
-0.596043 0.142266 0.581237
-0.724560 0.152693 0.465611
-0.867385 0.162164 0.350104
-1.015265 0.165227 0.196215
-1.776366 0.160902 0.000000
-1.197166 0.151843 0.063809
-1.320849 0.144413 0.000000
-1.555175 0.146785 0.000000
-1.602608 0.166608 0.000000
-1.530888 0.208606 0.000000
-1.128564 0.275669 0.099311
-1.221898 0.363476 0.012274
-1.937311 0.462540 0.000000
-1.323370 1.000000 0.000000
-1.660675 1.000000 0.000000
-1.805355 1.000000 0.000000
-1.203986 0.999999 0.058094
-2.221696 0.999997 0.000000
-1.956852 0.999993 0.000000
-1.655970 0.999975 0.000000
-1.704196 0.999938 0.000000
-1.169741 0.999853 0.084086
-1.384925 0.999667 0.000000
-1.165570 0.999274 0.084864
-1.331948 0.998468 0.000000
-2.625987 0.996915 0.000000
-1.220962 0.994030 0.013721
-2.548963 0.988901 0.000000
-1.152555 0.980182 0.086974
-2.242037 0.966017 0.000000
-1.275918 0.944047 0.000000
-1.321461 0.911557 0.000000
-2.288281 0.865818 0.000000
-0.950266 0.804646 0.269685
-1.768182 0.727124 0.000000
-0.837422 0.634334 0.375172
-0.662136 0.529915 0.543984
-0.438551 0.420181 0.723027
-0.229576 0.313450 0.921601
-0.060446 0.218871 1.033701
0.078417 0.144434 1.160586
0.191492 0.092925 1.273451
0.251596 0.076086 1.321205
0.287515 0.074087 1.367225
0.306318 0.082869 1.381257
0.298649 0.093569 1.376068
0.268069 0.099271 1.340616
0.217590 0.096746 1.307462
0.153739 0.088057 1.238865
0.082851 0.077565 1.168273
0.007367 0.070574 1.093056
-0.065434 0.070574 1.028431
-0.123427 0.075604 0.997204
-0.173022 0.083044 0.953896
-0.213408 0.088826 0.934876
-0.248409 0.089399 0.909814
-0.281041 0.084667 0.881454
-0.296901 0.078020 0.870112
-0.298464 0.073531 0.868717
-0.329179 0.073549 0.831438
-0.362206 0.078066 0.800814
-0.390549 0.084667 0.777966
-0.401288 0.089289 0.761612
-0.406178 0.088628 0.757899
-0.410473 0.082753 0.752212
-0.394055 0.075215 0.775343
-0.369742 0.070118 0.795839
-0.328568 0.070100 0.832956
-0.276773 0.077026 0.883644
-0.230145 0.082329 0.921054
-0.171983 0.087728 0.954520
-0.109202 0.087804 1.005317
-0.041153 0.082560 1.044299
0.022061 0.077391 1.102613
0.094676 0.070533 1.176285
0.169139 0.070536 1.254165
0.242275 0.077394 1.316802
0.309059 0.082786 1.384954
0.366116 0.087784 1.450360
0.423293 0.087697 1.503105
0.476064 0.082525 1.555893
0.518349 0.077018 1.587118
0.559989 0.070123 1.619918
0.593320 0.070142 1.635900
0.619447 0.077050 1.675140
0.639798 0.082551 1.692740
0.633001 0.087634 1.688259
0.617607 0.087600 1.672203
0.592636 0.082455 1.635058
0.550417 0.076923 1.608948
0.492679 0.070001 1.566433
0.424119 0.069999 1.504422
0.346882 0.076909 1.430878
0.256863 0.082534 1.330985
0.161980 0.087571 1.249625
0.055564 0.087572 1.137988
-0.057573 0.082219 1.034419
-0.163665 0.076930 0.970907
-0.278276 0.070093 0.882815
-0.393590 0.070342 0.775452
-0.510255 0.077773 0.662196
-0.633899 0.088959 0.554536
-0.765350 0.098546 0.429446
-0.922765 0.102168 0.283732
-1.074528 0.097569 0.136146
-2.032014 0.087835 0.000000
-1.558987 0.079838 0.000000
-1.134501 0.082233 0.094601
-1.525097 0.103425 0.000000
-2.194690 0.150547 0.000000
-1.175989 0.224528 0.079236
-1.504028 0.318452 0.000000
-1.089569 0.424443 0.129321
-1.357729 1.000000 0.000000
-1.773222 1.000000 0.000000
-1.402257 1.000000 0.000000
-1.158075 0.999999 0.085813
-1.312101 0.999997 0.000000
-1.238483 0.999992 0.001254
-1.250205 0.999974 0.000000
-1.485962 0.999935 0.000000
-1.636850 0.999847 0.000000
-2.245948 0.999653 0.000000
-1.468526 0.999242 0.000000
-2.461894 0.998412 0.000000
-1.456948 0.996797 0.000000
-1.156688 0.993801 0.085853
-1.263331 0.988476 0.000000
-1.426680 0.979424 0.000000
-1.317820 0.964717 0.000000
-1.083290 0.941909 0.133413
-1.401808 0.908183 0.000000
-1.034453 0.860709 0.180696
-1.576643 0.797225 0.000000
-0.900871 0.716779 0.297511
-0.646946 0.620509 0.550022
-0.419696 0.512192 0.741630
-0.213704 0.398381 0.933720
-0.044454 0.287745 1.042510
0.107195 0.189757 1.182025
0.219090 0.112711 1.307909
0.302051 0.061829 1.377016
0.349232 0.037470 1.432184
0.372475 0.036603 1.456735
0.358659 0.045809 1.438234
0.325835 0.056929 1.396411
0.268061 0.062787 1.340615
0.191623 0.060430 1.273563
0.103676 0.051383 1.179331
0.010303 0.040441 1.094916
-0.085202 0.033156 1.016026
-0.173683 0.033157 0.953499
-0.251049 0.040434 0.907728
-0.302864 0.046064 0.858541
-0.348475 0.051761 0.821309
-0.387857 0.052330 0.782485
-0.416302 0.047635 0.746992
-0.399349 0.042925 0.765360
-0.429382 0.036041 0.727360
-0.453462 0.036059 0.715459
-0.473364 0.042974 0.706584
-0.507659 0.047649 0.664058
-0.514512 0.052210 0.652144
-0.513511 0.051555 0.656068
-0.511199 0.045742 0.661466
-0.493124 0.039997 0.668777
-0.461112 0.032686 0.713948
-0.416128 0.032665 0.747159
-0.363357 0.039894 0.797991
-0.317654 0.045336 0.840900
-0.246694 0.050689 0.909934
-0.177355 0.050763 0.951821
-0.109244 0.045568 1.005271
-0.035598 0.040265 1.050727
0.045294 0.033110 1.126767
0.126935 0.033109 1.201162
0.210140 0.040270 1.298544
0.286988 0.045573 1.366610
0.354370 0.050763 1.434646
0.420840 0.050684 1.502776
0.486770 0.045374 1.562784
0.533176 0.039934 1.600492
0.585900 0.032741 1.629260
0.629473 0.032755 1.686379
0.663244 0.039964 1.704991
0.694747 0.045385 1.712042
0.697321 0.050643 1.716290
0.690539 0.050604 1.711518
0.676649 0.045289 1.709558
0.638613 0.039838 1.691935
0.587626 0.032612 1.629531
0.522953 0.032608 1.589268
0.441791 0.039814 1.516100
0.347831 0.045403 1.431406
0.251191 0.050585 1.320652
0.144355 0.050554 1.224863
0.027646 0.045249 1.115353
-0.079551 0.039837 1.021570
-0.196292 0.032699 0.946137
-0.310720 0.032954 0.847736
-0.430408 0.040667 0.726571
-0.548105 0.052276 0.625547
-0.673481 0.062227 0.519541
-0.821317 0.065704 0.399742
-0.978740 0.060920 0.227135
-1.383132 0.050719 0.000000
-1.367016 0.042301 0.000000
-1.655775 0.044744 0.000000
-1.781438 0.068146 0.000000
-1.167704 0.118855 0.084363
-1.256801 0.195484 0.000000
-1.633370 0.292824 0.000000
-1.252965 0.402670 0.000000
-1.435583 1.000000 0.000000
-1.306350 1.000000 0.000000
-1.281887 1.000000 0.000000
-1.582024 0.999999 0.000000
-1.453121 0.999997 0.000000
-1.319028 0.999992 0.000000
-1.712246 0.999973 0.000000
-1.399503 0.999934 0.000000
-1.743669 0.999845 0.000000
-1.611240 0.999648 0.000000
-1.648524 0.999232 0.000000
-1.972073 0.998390 0.000000
-1.184330 0.996757 0.071685
-1.321970 0.993725 0.000000
-1.146396 0.988334 0.088974
-2.430514 0.979171 0.000000
-1.584091 0.964284 0.000000
-1.562946 0.941196 0.000000
-1.682379 0.907061 0.000000
-1.178950 0.859012 0.075055
-0.836024 0.794762 0.375354
-0.611717 0.713350 0.570825
-0.387505 0.615923 0.782755
-0.187499 0.506353 0.946700
-0.019002 0.391237 1.063445
0.124553 0.279331 1.195958
0.242061 0.180251 1.316474
0.331858 0.102394 1.399836
0.389463 0.051034 1.474382
0.421420 0.026504 1.502853
0.422721 0.024584 1.503025
0.389683 0.034011 1.474510
0.331444 0.045345 1.399808
0.247339 0.051361 1.319720
0.151699 0.048995 1.232297
0.045001 0.039829 1.126742
-0.065883 0.028735 1.028098
-0.173505 0.021349 0.953606
-0.273819 0.021346 0.884318
-0.360448 0.028728 0.803775
-0.419077 0.034437 0.744388
-0.471354 0.040073 0.706957
-0.513170 0.040579 0.657367
-0.537959 0.035853 0.632766
-0.522418 0.031030 0.640822
-0.551495 0.024008 0.623878
-0.575888 0.024025 0.594818
-0.593910 0.031072 0.582522
-0.627384 0.035856 0.558470
-0.638550 0.040483 0.551679
-0.634358 0.039876 0.554049
-0.620516 0.034143 0.560580
-0.599830 0.028323 0.578742
-0.564646 0.020915 0.615563
-0.514785 0.020898 0.650887
-0.456803 0.028238 0.714904
-0.404285 0.033757 0.759332
-0.333895 0.039077 0.828532
-0.260241 0.039163 0.898616
-0.183380 0.033944 0.947832
-0.103503 0.028568 1.007779
-0.012022 0.021296 1.065936
0.076847 0.021296 1.159756
0.166600 0.028573 1.251741
0.248598 0.033960 1.319903
0.329638 0.039171 1.399618
0.401293 0.039100 1.483922
0.468543 0.033798 1.548158
0.524539 0.028296 1.590701
0.590046 0.020992 1.630134
0.644289 0.021004 1.695755
0.683960 0.028343 1.711300
0.728776 0.033807 1.730109
0.744334 0.039048 1.744289
