pygeostat_saved_data
3
Estimate
EstimationVariance
Back Transform
-3.126407 1.000000 -3.126407
-2.364805 1.000000 -2.364805
-2.335829 1.000000 -2.335829
-1.988185 0.999999 -1.988185
-2.149234 0.999998 -2.149234
-2.073817 0.999994 -2.073817
-1.945014 0.999979 -1.945014
-2.610213 0.999948 -2.610213
-1.758317 0.999878 -1.758317
-1.678922 0.999722 -1.678922
-1.593879 0.999394 -1.593879
-1.497850 0.998729 -1.497850
-1.396008 0.997440 -1.396008
-1.294765 0.995044 -1.294765
-1.188009 0.990782 -1.188009
-1.076607 0.983531 -1.076607
-0.958632 0.971283 -0.958632
-0.834642 0.952707 -0.834642
-0.702632 0.925224 -0.702632
-0.564363 0.886524 -0.564363
-0.427759 0.834766 -0.427759
-0.292191 0.769107 -0.292191
-0.159072 0.690519 -0.159072
-0.027427 0.602069 -0.027427
0.082155 0.516075 0.082155
0.200873 0.427114 0.200873
0.306039 0.348342 0.306039
0.400278 0.281710 0.400278
0.460096 0.243777 0.460096
0.506689 0.226383 0.506689
0.522541 0.225152 0.522541
0.517161 0.233211 0.517161
0.506546 0.242991 0.506546
0.475471 0.248588 0.475471
0.436122 0.246791 0.436122
0.368891 0.240013 0.368891
0.295144 0.231618 0.295144
0.210156 0.226090 0.210156
0.120818 0.226179 0.120818
0.028672 0.231092 0.028672
-0.057087 0.238574 -0.057087
-0.131514 0.244121 -0.131514
-0.205594 0.245491 -0.205594
-0.271913 0.241900 -0.271913
-0.334021 0.236920 -0.334021
-0.387326 0.233297 -0.387326
-0.437388 0.233533 -0.437388
-0.516978 0.236826 -0.516978
-0.571332 0.242175 -0.571332
-0.612555 0.245060 -0.612555
-0.645751 0.243525 -0.645751
-0.666513 0.237720 -0.666513
-0.675264 0.229952 -0.675264
-0.657643 0.225116 -0.657643
-0.634173 0.224863 -0.634173
-0.612221 0.228959 -0.612221
-0.579879 0.235689 -0.579879
-0.533233 0.240136 -0.533233
-0.479515 0.240159 -0.479515
-0.415671 0.235621 -0.415671
-0.338327 0.229167 -0.338327
-0.255799 0.224586 -0.255799
-0.182696 0.224565 -0.182696
-0.126082 0.229077 -0.126082
-0.060591 0.235525 -0.060591
0.004309 0.240041 0.004309
0.066326 0.239987 0.066326
0.125259 0.235529 0.125259
0.180503 0.229110 0.180503
0.230316 0.224630 0.230316
0.258991 0.224660 0.258991
0.274966 0.228950 0.274966
0.280775 0.235787 0.280775
0.277910 0.240245 0.277910
0.257521 0.240296 0.257521
0.223154 0.235873 0.223154
0.167211 0.229151 0.167211
0.112607 0.225088 0.112607
